"location","date","total_cases_per_million","total_deaths_per_million","new_cases_smoothed_per_million","people_fully_vaccinated_per_hundred"
"Germany","2020-11-22",11169.11,249.48,218.14,NA
"Germany","2020-11-23",11169.11,249.48,218.14,NA
"Germany","2020-11-24",11169.11,249.48,218.14,NA
"Germany","2020-11-25",11169.11,249.48,218.14,NA
"Germany","2020-11-26",11169.11,249.48,218.14,NA
"Germany","2020-11-27",11169.11,249.48,218.14,NA
"Germany","2020-11-28",11169.11,249.48,218.14,NA
"Germany","2020-11-29",12633.34,292.31,209.18,NA
"Germany","2020-11-30",12633.34,292.31,209.18,NA
"Germany","2020-12-01",12633.34,292.31,209.18,NA
"Germany","2020-12-02",12633.34,292.31,209.18,NA
"Germany","2020-12-03",12633.34,292.31,209.18,NA
"Germany","2020-12-04",12633.34,292.31,209.18,NA
"Germany","2020-12-05",12633.34,292.31,209.18,NA
"Germany","2020-12-06",14158.66,345.59,217.9,NA
"Germany","2020-12-07",14158.66,345.59,217.9,NA
"Germany","2020-12-08",14158.66,345.59,217.9,NA
"Germany","2020-12-09",14158.66,345.59,217.9,NA
"Germany","2020-12-10",14158.66,345.59,217.9,NA
"Germany","2020-12-11",14158.66,345.59,217.9,NA
"Germany","2020-12-12",14158.66,345.59,217.9,NA
"Germany","2020-12-13",16016.43,414.11,265.4,NA
"Germany","2020-12-14",16016.43,414.11,265.4,NA
"Germany","2020-12-15",16016.43,414.11,265.4,NA
"Germany","2020-12-16",16016.43,414.11,265.4,NA
"Germany","2020-12-17",16016.43,414.11,265.4,NA
"Germany","2020-12-18",16016.43,414.11,265.4,NA
"Germany","2020-12-19",16016.43,414.11,265.4,NA
"Germany","2020-12-20",18092.74,490.94,296.62,NA
"Germany","2020-12-21",18092.74,490.94,296.62,NA
"Germany","2020-12-22",18092.74,490.94,296.62,NA
"Germany","2020-12-23",18092.74,490.94,296.62,NA
"Germany","2020-12-24",18092.74,490.94,296.62,NA
"Germany","2020-12-25",18092.74,490.94,296.62,NA
"Germany","2020-12-26",18092.74,490.94,296.62,NA
"Germany","2020-12-27",19743.76,559.06,235.86,NA
"Germany","2020-12-28",19743.76,559.06,235.86,NA
"Germany","2020-12-29",19743.76,559.06,235.86,NA
"Germany","2020-12-30",19743.76,559.06,235.86,NA
"Germany","2020-12-31",19743.76,559.06,235.86,NA
"Germany","2021-01-01",19743.76,559.06,235.86,NA
"Germany","2021-01-02",19743.76,559.06,235.86,NA
"Germany","2021-01-03",21205.98,627.37,208.89,NA
"Germany","2021-01-04",21205.98,627.37,208.89,NA
"Germany","2021-01-05",21205.98,627.37,208.89,NA
"Germany","2021-01-06",21205.98,627.37,208.89,NA
"Germany","2021-01-07",21205.98,627.37,208.89,NA
"Germany","2021-01-08",21205.98,627.37,208.89,NA
"Germany","2021-01-09",21205.98,627.37,208.89,NA
"Germany","2021-01-10",22936.41,695.86,247.2,NA
"Germany","2021-01-11",22936.41,695.86,247.2,NA
"Germany","2021-01-12",22936.41,695.86,247.2,NA
"Germany","2021-01-13",22936.41,695.86,247.2,NA
"Germany","2021-01-14",22936.41,695.86,247.2,NA
"Germany","2021-01-15",22936.41,695.86,247.2,0
"Germany","2021-01-16",22936.41,695.86,247.2,0
"Germany","2021-01-17",24350.78,756.46,202.05,0.02
"Germany","2021-01-18",24350.78,756.46,202.05,0.04
"Germany","2021-01-19",24350.78,756.46,202.05,0.09
"Germany","2021-01-20",24350.78,756.46,202.05,0.15
"Germany","2021-01-21",24350.78,756.46,202.05,0.2
"Germany","2021-01-22",24350.78,756.46,202.05,0.24
"Germany","2021-01-23",24350.78,756.46,202.05,0.3
"Germany","2021-01-24",25487.15,805.3,162.34,0.32
"Germany","2021-01-25",25487.15,805.3,162.34,0.37
"Germany","2021-01-26",25487.15,805.3,162.34,0.43
"Germany","2021-01-27",25487.15,805.3,162.34,0.5
"Germany","2021-01-28",25487.15,805.3,162.34,0.55
"Germany","2021-01-29",25487.15,805.3,162.34,0.62
"Germany","2021-01-30",25487.15,805.3,162.34,0.68
"Germany","2021-01-31",26416.81,842.2,132.81,0.72
"Germany","2021-02-01",26416.81,842.2,132.81,0.8
"Germany","2021-02-02",26416.81,842.2,132.81,0.88
"Germany","2021-02-03",26416.81,842.2,132.81,1
"Germany","2021-02-04",26416.81,842.2,132.81,1.08
"Germany","2021-02-05",26416.81,842.2,132.81,1.18
"Germany","2021-02-06",26416.81,842.2,132.81,1.23
"Germany","2021-02-07",27185.02,869.17,109.74,1.27
"Germany","2021-02-08",27185.02,869.17,109.74,1.33
"Germany","2021-02-09",27185.02,869.17,109.74,1.42
"Germany","2021-02-10",27185.02,869.17,109.74,1.52
"Germany","2021-02-11",27185.02,869.17,109.74,1.6
"Germany","2021-02-12",27185.02,869.17,109.74,1.69
"Germany","2021-02-13",27185.02,869.17,109.74,1.74
"Germany","2021-02-14",27789.48,889.15,86.35,1.78
"Germany","2021-02-15",27789.48,889.15,86.35,1.84
"Germany","2021-02-16",27789.48,889.15,86.35,1.91
"Germany","2021-02-17",27789.48,889.15,86.35,1.98
"Germany","2021-02-18",27789.48,889.15,86.35,2.04
"Germany","2021-02-19",27789.48,889.15,86.35,2.11
"Germany","2021-02-20",27789.48,889.15,86.35,2.15
"Germany","2021-02-21",28411.81,906.72,88.9,2.19
"Germany","2021-02-22",28411.81,906.72,88.9,2.26
"Germany","2021-02-23",28411.81,906.72,88.9,2.33
"Germany","2021-02-24",28411.81,906.72,88.9,2.4
"Germany","2021-02-25",28411.81,906.72,88.9,2.47
"Germany","2021-02-26",28411.81,906.72,88.9,2.55
"Germany","2021-02-27",28411.81,906.72,88.9,2.6
"Germany","2021-02-28",29082.03,921.32,95.74,2.63
"Germany","2021-03-01",29082.03,921.32,95.74,2.69
"Germany","2021-03-02",29082.03,921.32,95.74,2.75
"Germany","2021-03-03",29082.03,921.32,95.74,2.84
"Germany","2021-03-04",29082.03,921.32,95.74,2.91
"Germany","2021-03-05",29082.03,921.32,95.74,3
"Germany","2021-03-06",29082.03,921.32,95.74,3.05
"Germany","2021-03-07",29776.85,933.79,99.26,3.09
"Germany","2021-03-08",29776.85,933.79,99.26,3.16
"Germany","2021-03-09",29776.85,933.79,99.26,3.22
"Germany","2021-03-10",29776.85,933.79,99.26,3.3
"Germany","2021-03-11",29776.85,933.79,99.26,3.38
"Germany","2021-03-12",29776.85,933.79,99.26,3.46
"Germany","2021-03-13",29776.85,933.79,99.26,3.52
"Germany","2021-03-14",30625.87,946.92,121.29,3.57
"Germany","2021-03-15",30625.87,946.92,121.29,3.64
"Germany","2021-03-16",30625.87,946.92,121.29,3.72
"Germany","2021-03-17",30625.87,946.92,121.29,3.82
"Germany","2021-03-18",30625.87,946.92,121.29,3.91
"Germany","2021-03-19",30625.87,946.92,121.29,4.01
"Germany","2021-03-20",30625.87,946.92,121.29,4.07
"Germany","2021-03-21",31727.24,962.11,157.34,4.12
"Germany","2021-03-22",31727.24,962.11,157.34,4.21
"Germany","2021-03-23",31727.24,962.11,157.34,4.31
"Germany","2021-03-24",31727.24,962.11,157.34,4.42
"Germany","2021-03-25",31727.24,962.11,157.34,4.52
"Germany","2021-03-26",31727.24,962.11,157.34,4.62
"Germany","2021-03-27",31727.24,962.11,157.34,4.7
"Germany","2021-03-28",33110.45,980.26,197.6,4.76
"Germany","2021-03-29",33110.45,980.26,197.6,4.87
"Germany","2021-03-30",33110.45,980.26,197.6,4.98
"Germany","2021-03-31",33110.45,980.26,197.6,5.1
"Germany","2021-04-01",33110.45,980.26,197.6,5.21
"Germany","2021-04-02",33110.45,980.26,197.6,5.29
"Germany","2021-04-03",33110.45,980.26,197.6,5.37
"Germany","2021-04-04",34418.71,999.16,186.9,5.43
"Germany","2021-04-05",34418.71,999.16,186.9,5.52
"Germany","2021-04-06",34418.71,999.16,186.9,5.63
"Germany","2021-04-07",34418.71,999.16,186.9,5.75
"Germany","2021-04-08",34418.71,999.16,186.9,5.85
"Germany","2021-04-09",34418.71,999.16,186.9,5.96
"Germany","2021-04-10",34418.71,999.16,186.9,6.04
"Germany","2021-04-11",35824.27,1017.98,200.79,6.1
"Germany","2021-04-12",35824.27,1017.98,200.79,6.19
"Germany","2021-04-13",35824.27,1017.98,200.79,6.28
"Germany","2021-04-14",35824.27,1017.98,200.79,6.38
"Germany","2021-04-15",35824.27,1017.98,200.79,6.46
"Germany","2021-04-16",35824.27,1017.98,200.79,6.55
"Germany","2021-04-17",35824.27,1017.98,200.79,6.62
"Germany","2021-04-18",37513.27,1037.33,241.28,6.67
"Germany","2021-04-19",37513.27,1037.33,241.28,6.74
"Germany","2021-04-20",37513.27,1037.33,241.28,6.82
"Germany","2021-04-21",37513.27,1037.33,241.28,6.91
"Germany","2021-04-22",37513.27,1037.33,241.28,6.99
"Germany","2021-04-23",37513.27,1037.33,241.28,7.07
"Germany","2021-04-24",37513.27,1037.33,241.28,7.14
"Germany","2021-04-25",39233.86,1056.62,245.8,7.2
"Germany","2021-04-26",39233.86,1056.62,245.8,7.29
"Germany","2021-04-27",39233.86,1056.62,245.8,7.41
"Germany","2021-04-28",39233.86,1056.62,245.8,7.57
"Germany","2021-04-29",39233.86,1056.62,245.8,7.73
"Germany","2021-04-30",39233.86,1056.62,245.8,7.9
"Germany","2021-05-01",39233.86,1056.62,245.8,7.98
"Germany","2021-05-02",40716.67,1072.16,211.83,8.06
"Germany","2021-05-03",40716.67,1072.16,211.83,8.2
"Germany","2021-05-04",40716.67,1072.16,211.83,8.4
"Germany","2021-05-05",40716.67,1072.16,211.83,8.68
"Germany","2021-05-06",40716.67,1072.16,211.83,8.95
"Germany","2021-05-07",40716.67,1072.16,211.83,9.23
"Germany","2021-05-08",40716.67,1072.16,211.83,9.41
"Germany","2021-05-09",41916,1084.17,171.33,9.54
"Germany","2021-05-10",41916,1084.17,171.33,9.77
"Germany","2021-05-11",41916,1084.17,171.33,10.13
"Germany","2021-05-12",41916,1084.17,171.33,10.57
"Germany","2021-05-13",41916,1084.17,171.33,10.76
"Germany","2021-05-14",41916,1084.17,171.33,11.03
"Germany","2021-05-15",41916,1084.17,171.33,11.22
"Germany","2021-05-16",42757.35,1092.21,120.19,11.36
"Germany","2021-05-17",42757.35,1092.21,120.19,11.6
"Germany","2021-05-18",42757.35,1092.21,120.19,12.04
"Germany","2021-05-19",42757.35,1092.21,120.19,12.72
"Germany","2021-05-20",42757.35,1092.21,120.19,13.33
"Germany","2021-05-21",42757.35,1092.21,120.19,13.84
"Germany","2021-05-22",42757.35,1092.21,120.19,14.09
"Germany","2021-05-23",43383.73,1097.54,89.48,14.27
"Germany","2021-05-24",43383.73,1097.54,89.48,14.48
"Germany","2021-05-25",43383.73,1097.54,89.48,14.95
"Germany","2021-05-26",43383.73,1097.54,89.48,15.86
"Germany","2021-05-27",43383.73,1097.54,89.48,16.63
"Germany","2021-05-28",43383.73,1097.54,89.48,17.26
"Germany","2021-05-29",43383.73,1097.54,89.48,17.55
"Germany","2021-05-30",43738.92,1100.64,50.74,17.76
"Germany","2021-05-31",43738.92,1100.64,50.74,18.21
"Germany","2021-06-01",43738.92,1100.64,50.74,18.94
"Germany","2021-06-02",43738.92,1100.64,50.74,19.85
"Germany","2021-06-03",43738.92,1100.64,50.74,20.33
"Germany","2021-06-04",43738.92,1100.64,50.74,20.94
"Germany","2021-06-05",43738.92,1100.64,50.74,21.32
"Germany","2021-06-06",43984.86,1102.32,35.13,21.57
"Germany","2021-06-07",43984.86,1102.32,35.13,22.07
"Germany","2021-06-08",43984.86,1102.32,35.13,23
"Germany","2021-06-09",43984.86,1102.32,35.13,24.23
"Germany","2021-06-10",43984.86,1102.32,35.13,25.18
"Germany","2021-06-11",43984.86,1102.32,35.13,25.98
"Germany","2021-06-12",43984.86,1102.32,35.13,26.34
"Germany","2021-06-13",44152.09,1103.12,23.89,26.58
"Germany","2021-06-14",44152.09,1103.12,23.89,27.09
"Germany","2021-06-15",44152.09,1103.12,23.89,28
"Germany","2021-06-16",44152.09,1103.12,23.89,29.14
"Germany","2021-06-17",44152.09,1103.12,23.89,30.03
"Germany","2021-06-18",44152.09,1103.12,23.89,30.78
"Germany","2021-06-19",44152.09,1103.12,23.89,31.14
"Germany","2021-06-20",44238.73,1103.68,12.38,31.39
"Germany","2021-06-21",44238.73,1103.68,12.38,31.89
"Germany","2021-06-22",44238.73,1103.68,12.38,32.79
"Germany","2021-06-23",44238.73,1103.68,12.38,33.86
"Germany","2021-06-24",44238.73,1103.68,12.38,34.49
"Germany","2021-06-25",44238.73,1103.68,12.38,35.11
"Germany","2021-06-26",44238.73,1103.68,12.38,35.43
"Germany","2021-06-27",44296.52,1104.03,8.26,35.66
"Germany","2021-06-28",44296.52,1104.03,8.26,36.11
"Germany","2021-06-29",44296.52,1104.03,8.26,36.81
"Germany","2021-06-30",44296.52,1104.03,8.26,37.56
"Germany","2021-07-01",44296.52,1104.03,8.26,38.16
"Germany","2021-07-02",44296.52,1104.03,8.26,38.71
"Germany","2021-07-03",44296.52,1104.03,8.26,38.97
"Germany","2021-07-04",44348.7,1104.33,7.46,39.16
"Germany","2021-07-05",44348.7,1104.33,7.46,39.56
"Germany","2021-07-06",44348.7,1104.33,7.46,40.22
"Germany","2021-07-07",44348.7,1104.33,7.46,41.08
"Germany","2021-07-08",44348.7,1104.33,7.46,41.8
"Germany","2021-07-09",44348.7,1104.33,7.46,42.41
"Germany","2021-07-10",44348.7,1104.33,7.46,42.69
"Germany","2021-07-11",44415.27,1104.63,9.51,42.88
"Germany","2021-07-12",44415.27,1104.63,9.51,43.25
"Germany","2021-07-13",44415.27,1104.63,9.51,44.01
"Germany","2021-07-14",44415.27,1104.63,9.51,45.01
"Germany","2021-07-15",44415.27,1104.63,9.51,45.72
"Germany","2021-07-16",44415.27,1104.63,9.51,46.3
"Germany","2021-07-17",44415.27,1104.63,9.51,46.53
"Germany","2021-07-18",44523.64,1104.98,15.48,46.66
"Germany","2021-07-19",44523.64,1104.98,15.48,46.99
"Germany","2021-07-20",44523.64,1104.98,15.48,47.61
"Germany","2021-07-21",44523.64,1104.98,15.48,48.38
"Germany","2021-07-22",44523.64,1104.98,15.48,49
"Germany","2021-07-23",44523.64,1104.98,15.48,49.5
"Germany","2021-07-24",44523.64,1104.98,15.48,49.68
"Germany","2021-07-25",44674.04,1105.46,21.48,49.77
"Germany","2021-07-26",44674.04,1105.46,21.48,50.08
"Germany","2021-07-27",44674.04,1105.46,21.48,50.66
"Germany","2021-07-28",44674.04,1105.46,21.48,51.38
"Germany","2021-07-29",44674.04,1105.46,21.48,51.95
"Germany","2021-07-30",44674.04,1105.46,21.48,52.4
"Germany","2021-07-31",44674.04,1105.46,21.48,52.55
"Germany","2021-08-01",44858.63,1106.32,26.37,52.64
"Germany","2021-08-02",44858.63,1106.32,26.37,52.91
"Germany","2021-08-03",44858.63,1106.32,26.37,53.39
"Germany","2021-08-04",44858.63,1106.32,26.37,53.99
"Germany","2021-08-05",44858.63,1106.32,26.37,54.51
"Germany","2021-08-06",44858.63,1106.32,26.37,54.92
"Germany","2021-08-07",44858.63,1106.32,26.37,55.07
"Germany","2021-08-08",45101.51,1107.38,34.7,55.17
"Germany","2021-08-09",45101.51,1107.38,34.7,55.45
"Germany","2021-08-10",45101.51,1107.38,34.7,55.9
"Germany","2021-08-11",45101.51,1107.38,34.7,56.45
"Germany","2021-08-12",45101.51,1107.38,34.7,56.89
"Germany","2021-08-13",45101.51,1107.38,34.7,57.24
"Germany","2021-08-14",45101.51,1107.38,34.7,57.39
"Germany","2021-08-15",45482.99,1109.09,54.5,57.48
"Germany","2021-08-16",45482.99,1109.09,54.5,57.7
"Germany","2021-08-17",45482.99,1109.09,54.5,58.03
"Germany","2021-08-18",45482.99,1109.09,54.5,58.41
"Germany","2021-08-19",45482.99,1109.09,54.5,58.7
"Germany","2021-08-20",45482.99,1109.09,54.5,58.93
"Germany","2021-08-21",45482.99,1109.09,54.5,59.03
"Germany","2021-08-22",46073.48,1111.75,84.36,59.09
"Germany","2021-08-23",46073.48,1111.75,84.36,59.25
"Germany","2021-08-24",46073.48,1111.75,84.36,59.48
"Germany","2021-08-25",46073.48,1111.75,84.36,59.74
"Germany","2021-08-26",46073.48,1111.75,84.36,59.95
"Germany","2021-08-27",46073.48,1111.75,84.36,60.13
"Germany","2021-08-28",46073.48,1111.75,84.36,60.21
"Germany","2021-08-29",46862.8,1115.93,112.76,60.26
"Germany","2021-08-30",46862.8,1115.93,112.76,60.38
"Germany","2021-08-31",46862.8,1115.93,112.76,60.56
"Germany","2021-09-01",46862.8,1115.93,112.76,60.77
"Germany","2021-09-02",46862.8,1115.93,112.76,60.94
"Germany","2021-09-03",46862.8,1115.93,112.76,61.08
"Germany","2021-09-04",46862.8,1115.93,112.76,61.14
"Germany","2021-09-05",47751.61,1121.06,126.97,61.18
"Germany","2021-09-06",47751.61,1121.06,126.97,61.27
"Germany","2021-09-07",47751.61,1121.06,126.97,61.42
"Germany","2021-09-08",47751.61,1121.06,126.97,61.59
"Germany","2021-09-09",47751.61,1121.06,126.97,61.76
"Germany","2021-09-10",47751.61,1121.06,126.97,61.89
"Germany","2021-09-11",47751.61,1121.06,126.97,61.97
"Germany","2021-09-12",48603.78,1126.4,121.74,62.01
"Germany","2021-09-13",48603.78,1126.4,121.74,62.11
"Germany","2021-09-14",48603.78,1126.4,121.74,62.26
"Germany","2021-09-15",48603.78,1126.4,121.74,62.45
"Germany","2021-09-16",48603.78,1126.4,121.74,62.62
"Germany","2021-09-17",48603.78,1126.4,121.74,62.76
"Germany","2021-09-18",48603.78,1126.4,121.74,62.84
"Germany","2021-09-19",49334.83,1130.98,104.44,62.88
"Germany","2021-09-20",49334.83,1130.98,104.44,62.98
"Germany","2021-09-21",49334.83,1130.98,104.44,63.14
"Germany","2021-09-22",49334.83,1130.98,104.44,63.31
"Germany","2021-09-23",49334.83,1130.98,104.44,63.48
"Germany","2021-09-24",49334.83,1130.98,104.44,63.62
"Germany","2021-09-25",49334.83,1130.98,104.44,63.69
"Germany","2021-09-26",49972.55,1135.19,91.1,63.73
"Germany","2021-09-27",49972.55,1135.19,91.1,63.82
"Germany","2021-09-28",49972.55,1135.19,91.1,63.97
"Germany","2021-09-29",49972.55,1135.19,91.1,64.12
"Germany","2021-09-30",49972.55,1135.19,91.1,64.27
"Germany","2021-10-01",49972.55,1135.19,91.1,64.34
"Germany","2021-10-02",49972.55,1135.19,91.1,64.35
"Germany","2021-10-03",50644.25,1140.22,95.96,64.36
"Germany","2021-10-04",50644.25,1140.22,95.96,64.42
"Germany","2021-10-05",50644.25,1140.22,95.96,64.54
"Germany","2021-10-06",50644.25,1140.22,95.96,64.67
"Germany","2021-10-07",50644.25,1140.22,95.96,64.81
"Germany","2021-10-08",50644.25,1140.22,95.96,64.9
"Germany","2021-10-09",50644.25,1140.22,95.96,64.92
"Germany","2021-10-10",51334.32,1146.04,98.58,64.93
"Germany","2021-10-11",51334.32,1146.04,98.58,64.98
"Germany","2021-10-12",51334.32,1146.04,98.58,65.1
"Germany","2021-10-13",51334.32,1146.04,98.58,65.22
"Germany","2021-10-14",51334.32,1146.04,98.58,65.34
"Germany","2021-10-15",51334.32,1146.04,98.58,65.42
"Germany","2021-10-16",51334.32,1146.04,98.58,65.45
"Germany","2021-10-17",52111.6,1152.95,111.04,65.45
"Germany","2021-10-18",52111.6,1152.95,111.04,65.5
"Germany","2021-10-19",52111.6,1152.95,111.04,65.61
"Germany","2021-10-20",52111.6,1152.95,111.04,65.72
"Germany","2021-10-21",52111.6,1152.95,111.04,65.83
"Germany","2021-10-22",52111.6,1152.95,111.04,65.9
"Germany","2021-10-23",52111.6,1152.95,111.04,65.92
"Germany","2021-10-24",53273.78,1165.45,166.02,65.93
"Germany","2021-10-25",53273.78,1165.45,166.02,65.98
"Germany","2021-10-26",53273.78,1165.45,166.02,66.09
"Germany","2021-10-27",53273.78,1165.45,166.02,66.2
"Germany","2021-10-28",53273.78,1165.45,166.02,66.32
"Germany","2021-10-29",53273.78,1165.45,166.02,66.39
"Germany","2021-10-30",53273.78,1165.45,166.02,66.41
"Germany","2021-10-31",54903.19,1180.6,232.77,66.41
"Germany","2021-11-01",54903.19,1180.6,232.77,66.43
"Germany","2021-11-02",54903.19,1180.6,232.77,66.52
"Germany","2021-11-03",54903.19,1180.6,232.77,66.62
"Germany","2021-11-04",54903.19,1180.6,232.77,66.73
"Germany","2021-11-05",54903.19,1180.6,232.77,66.79
"Germany","2021-11-06",54903.19,1180.6,232.77,66.81
"Germany","2021-11-07",57018.49,1200.48,302.19,66.82
"Germany","2021-11-08",57018.49,1200.48,302.19,66.86
"Germany","2021-11-09",57018.49,1200.48,302.19,66.96
"Germany","2021-11-10",57018.49,1200.48,302.19,67.06
"Germany","2021-11-11",57018.49,1200.48,302.19,67.16
"Germany","2021-11-12",57018.49,1200.48,302.19,67.23
"Germany","2021-11-13",57018.49,1200.48,302.19,67.25
"Germany","2021-11-14",60243.44,1227.67,460.71,67.25
"Germany","2021-11-15",60243.44,1227.67,460.71,67.3
"Germany","2021-11-16",60243.44,1227.67,460.71,67.39
"Germany","2021-11-17",60243.44,1227.67,460.71,67.48
"Germany","2021-11-18",60243.44,1227.67,460.71,67.58
"Germany","2021-11-19",60243.44,1227.67,460.71,67.64
"Germany","2021-11-20",60243.44,1227.67,460.71,67.67
"Germany","2021-11-21",64425.51,1259.9,597.44,67.68
"Germany","2021-11-22",64425.51,1259.9,597.44,67.72
"Germany","2021-11-23",64425.51,1259.9,597.44,67.82
"Germany","2021-11-24",64425.51,1259.9,597.44,67.93
"Germany","2021-11-25",64425.51,1259.9,597.44,68.04
"Germany","2021-11-26",64425.51,1259.9,597.44,68.12
"Germany","2021-11-27",64425.51,1259.9,597.44,68.17
"Germany","2021-11-28",69222.34,1296.68,685.26,68.18
"Germany","2021-11-29",69222.34,1296.68,685.26,68.24
"Germany","2021-11-30",69222.34,1296.68,685.26,68.34
"Germany","2021-12-01",69222.34,1296.68,685.26,68.45
"Germany","2021-12-02",69222.34,1296.68,685.26,68.56
"Germany","2021-12-03",69222.34,1296.68,685.26,68.65
"Germany","2021-12-04",69222.34,1296.68,685.26,68.7
"Germany","2021-12-05",73837.3,1330.75,659.28,68.72
"Germany","2021-12-06",73837.3,1330.75,659.28,68.78
"Germany","2021-12-07",73837.3,1330.75,659.28,68.89
"Germany","2021-12-08",73837.3,1330.75,659.28,69
"Germany","2021-12-09",73837.3,1330.75,659.28,69.12
"Germany","2021-12-10",73837.3,1330.75,659.28,69.22
"Germany","2021-12-11",73837.3,1330.75,659.28,69.29
"Germany","2021-12-12",77857.08,1360.64,574.25,69.31
"Germany","2021-12-13",77857.08,1360.64,574.25,69.38
"Germany","2021-12-14",77857.08,1360.64,574.25,69.52
"Germany","2021-12-15",77857.08,1360.64,574.25,69.67
"Germany","2021-12-16",77857.08,1360.64,574.25,69.84
"Germany","2021-12-17",77857.08,1360.64,574.25,69.98
"Germany","2021-12-18",77857.08,1360.64,574.25,70.07
"Germany","2021-12-19",81109.73,1384.35,464.66,70.1
"Germany","2021-12-20",81109.73,1384.35,464.66,70.21
"Germany","2021-12-21",81109.73,1384.35,464.66,70.37
"Germany","2021-12-22",81109.73,1384.35,464.66,70.52
"Germany","2021-12-23",81109.73,1384.35,464.66,70.61
"Germany","2021-12-24",81109.73,1384.35,464.66,70.62
"Germany","2021-12-25",81109.73,1384.35,464.66,70.62
"Germany","2021-12-26",83414.88,1399.66,329.31,70.63
"Germany","2021-12-27",83414.88,1399.66,329.31,70.7
"Germany","2021-12-28",83414.88,1399.66,329.31,70.8
"Germany","2021-12-29",83414.88,1399.66,329.31,70.89
"Germany","2021-12-30",83414.88,1399.66,329.31,70.95
"Germany","2021-12-31",83414.88,1399.66,329.31,70.96
"Germany","2022-01-01",83414.88,1399.66,329.31,70.96
"Germany","2022-01-02",85896.81,1411.9,354.56,70.98
"Germany","2022-01-03",85896.81,1411.9,354.56,71.05
"Germany","2022-01-04",85896.81,1411.9,354.56,71.17
"Germany","2022-01-05",85896.81,1411.9,354.56,71.31
"Germany","2022-01-06",85896.81,1411.9,354.56,71.42
"Germany","2022-01-07",85896.81,1411.9,354.56,71.56
"Germany","2022-01-08",85896.81,1411.9,354.56,71.66
"Germany","2022-01-09",89915.09,1422.24,574.04,71.7
"Germany","2022-01-10",89915.09,1422.24,574.04,71.8
"Germany","2022-01-11",89915.09,1422.24,574.04,71.95
"Germany","2022-01-12",89915.09,1422.24,574.04,72.11
"Germany","2022-01-13",89915.09,1422.24,574.04,72.26
"Germany","2022-01-14",89915.09,1422.24,574.04,72.4
"Germany","2022-01-15",89915.09,1422.24,574.04,72.49
"Germany","2022-01-16",95696.35,1430.48,825.89,72.52
"Germany","2022-01-17",95696.35,1430.48,825.89,72.6
"Germany","2022-01-18",95696.35,1430.48,825.89,72.72
"Germany","2022-01-19",95696.35,1430.48,825.89,72.85
"Germany","2022-01-20",95696.35,1430.48,825.89,72.98
"Germany","2022-01-21",95696.35,1430.48,825.89,73.09
"Germany","2022-01-22",95696.35,1430.48,825.89,73.16
"Germany","2022-01-23",105172.52,1440.8,1353.74,73.2
"Germany","2022-01-24",105172.52,1440.8,1353.74,73.27
"Germany","2022-01-25",105172.52,1440.8,1353.74,73.38
"Germany","2022-01-26",105172.52,1440.8,1353.74,73.48
"Germany","2022-01-27",105172.52,1440.8,1353.74,73.6
"Germany","2022-01-28",105172.52,1440.8,1353.74,73.69
"Germany","2022-01-29",105172.52,1440.8,1353.74,73.76
"Germany","2022-01-30",118425.01,1454.08,1893.21,73.78
"Germany","2022-01-31",118425.01,1454.08,1893.21,73.84
"Germany","2022-02-01",118425.01,1454.08,1893.21,73.91
"Germany","2022-02-02",118425.01,1454.08,1893.21,73.99
"Germany","2022-02-03",118425.01,1454.08,1893.21,74.07
"Germany","2022-02-04",118425.01,1454.08,1893.21,74.16
"Germany","2022-02-05",118425.01,1454.08,1893.21,74.22
"Germany","2022-02-06",133798.98,1471.96,2196.28,74.24
"Germany","2022-02-07",133798.98,1471.96,2196.28,74.29
"Germany","2022-02-08",133798.98,1471.96,2196.28,74.36
"Germany","2022-02-09",133798.98,1471.96,2196.28,74.43
"Germany","2022-02-10",133798.98,1471.96,2196.28,74.5
"Germany","2022-02-11",133798.98,1471.96,2196.28,74.57
"Germany","2022-02-12",133798.98,1471.96,2196.28,74.62
"Germany","2022-02-13",149376.39,1492.24,2225.34,74.63
"Germany","2022-02-14",149376.39,1492.24,2225.34,74.67
"Germany","2022-02-15",149376.39,1492.24,2225.34,74.72
"Germany","2022-02-16",149376.39,1492.24,2225.34,74.78
"Germany","2022-02-17",149376.39,1492.24,2225.34,74.83
"Germany","2022-02-18",149376.39,1492.24,2225.34,74.89
"Germany","2022-02-19",149376.39,1492.24,2225.34,74.92
"Germany","2022-02-20",163567.42,1513.48,2027.29,74.93
"Germany","2022-02-21",163567.42,1513.48,2027.29,74.97
"Germany","2022-02-22",163567.42,1513.48,2027.29,75.01
"Germany","2022-02-23",163567.42,1513.48,2027.29,75.06
"Germany","2022-02-24",163567.42,1513.48,2027.29,75.1
"Germany","2022-02-25",163567.42,1513.48,2027.29,75.14
"Germany","2022-02-26",163567.42,1513.48,2027.29,75.17
"Germany","2022-02-27",176567.1,1533.04,1857.1,75.17
"Germany","2022-02-28",176567.1,1533.04,1857.1,75.19
"Germany","2022-03-01",176567.1,1533.04,1857.1,75.22
"Germany","2022-03-02",176567.1,1533.04,1857.1,75.25
"Germany","2022-03-03",176567.1,1533.04,1857.1,75.29
"Germany","2022-03-04",176567.1,1533.04,1857.1,75.32
"Germany","2022-03-05",176567.1,1533.04,1857.1,75.33
"Germany","2022-03-06",190053.36,1552.14,1926.61,75.34
